,datetime,ghi,gti,power
60,01-10-2017 15:00,,,8.33
61,01-10-2017 15:15,,,7.42
62,01-10-2017 15:30,,,6.35
63,01-10-2017 15:45,,,5.35
64,01-10-2017 16:00,,,4.11
65,01-10-2017 16:15,,,2.98
66,01-10-2017 16:30,,,1.98
67,01-10-2017 16:45,,,1.21
68,01-10-2017 17:00,,,0.64
69,01-10-2017 17:15,,,0.25
70,01-10-2017 17:30,,,0.04
71,01-10-2017 17:45,,,0
72,01-10-2017 18:00,0,0,0
73,01-10-2017 18:15,0,0,0
74,01-10-2017 18:30,0,0,0
75,01-10-2017 18:45,0,0,0
76,01-10-2017 19:00,0,0,0
77,01-10-2017 19:15,0,0,0
78,01-10-2017 19:30,0,0,0
79,01-10-2017 19:45,0,0,0
80,01-10-2017 20:00,0,0,0
81,01-10-2017 20:15,0,0,0
82,01-10-2017 20:30,0,0,0
83,01-10-2017 20:45,0,0,0
84,01-10-2017 21:00,0,0,0
85,01-10-2017 21:15,0,0,0
86,01-10-2017 21:30,0,0,0
87,01-10-2017 21:45,0,0,0
88,01-10-2017 22:00,0,0,0
89,01-10-2017 22:15,0,0,0
90,01-10-2017 22:30,0,0,0
91,01-10-2017 22:45,0,0,0
92,01-10-2017 23:00,0,0,0
93,01-10-2017 23:15,0,0,0
94,01-10-2017 23:30,0,0,0
95,01-10-2017 23:45,0,0,0
96,02-10-2017 00:00,0,0,0
97,02-10-2017 00:15,0,0,0
98,02-10-2017 00:30,0,0,0
99,02-10-2017 00:45,0,0,0
100,02-10-2017 01:00,0,0,0
101,02-10-2017 01:15,0,0,0
102,02-10-2017 01:30,0,0,0
103,02-10-2017 01:45,0,0,0
104,02-10-2017 02:00,0,0,0
105,02-10-2017 02:15,0,0,0
106,02-10-2017 02:30,0,0,0
107,02-10-2017 02:45,0,0,0
108,02-10-2017 03:00,0,0,0
109,02-10-2017 03:15,0,0,0
110,02-10-2017 03:30,0,0,0
111,02-10-2017 03:45,0,0,0
112,02-10-2017 04:00,0,0,0
113,02-10-2017 04:15,0,0,0
114,02-10-2017 04:30,0,0,0
115,02-10-2017 04:45,0,0,0
116,02-10-2017 05:00,0,0,0
117,02-10-2017 05:15,0,0,0
118,02-10-2017 05:30,0,0,0
119,02-10-2017 05:45,0,0,0
120,02-10-2017 06:00,,,0
121,02-10-2017 06:15,,,0
122,02-10-2017 06:30,,,0
123,02-10-2017 06:45,,,0.08
124,02-10-2017 07:00,,,0.34
125,02-10-2017 07:15,,,0.8
126,02-10-2017 07:30,,,1.4
127,02-10-2017 07:45,,,2.23
128,02-10-2017 08:00,,,3.13
129,02-10-2017 08:15,,,6.24
130,02-10-2017 08:30,,,5.1
131,02-10-2017 08:45,,,6.08
132,02-10-2017 09:00,,,7.04
133,02-10-2017 09:15,,,7.91
134,02-10-2017 09:30,,,8.54
135,02-10-2017 09:45,,,9.41
136,02-10-2017 10:00,,,10.08
137,02-10-2017 10:15,,,10.6
138,02-10-2017 10:30,,,11.05
139,02-10-2017 10:45,,,11.69
140,02-10-2017 11:00,,,12.09
141,02-10-2017 11:15,,,12.56
142,02-10-2017 11:30,,,12.77
143,02-10-2017 11:45,,,13.02
144,02-10-2017 12:00,,,13.16
145,02-10-2017 12:15,,,12.96
146,02-10-2017 12:30,,,12.77
147,02-10-2017 12:45,,,12.7
148,02-10-2017 13:00,,,12.42
149,02-10-2017 13:15,,,12.08
150,02-10-2017 13:30,,,12.07
151,02-10-2017 13:45,,,11.38
152,02-10-2017 14:00,,,10.78
153,02-10-2017 14:15,,,10.45
154,02-10-2017 14:30,,,10.02
155,02-10-2017 14:45,,,9.23
156,02-10-2017 15:00,,,8.33
157,02-10-2017 15:15,,,7.42
158,02-10-2017 15:30,,,6.35
159,02-10-2017 15:45,,,5.35
160,02-10-2017 16:00,,,4.11
161,02-10-2017 16:15,,,2.98
162,02-10-2017 16:30,,,1.98
163,02-10-2017 16:45,,,1.21
164,02-10-2017 17:00,,,0.64
165,02-10-2017 17:15,,,0.25
166,02-10-2017 17:30,,,0.04
167,02-10-2017 17:45,,,0
168,02-10-2017 18:00,0,0,0
169,02-10-2017 18:15,0,0,0
170,02-10-2017 18:30,0,0,0
171,02-10-2017 18:45,0,0,0
172,02-10-2017 19:00,0,0,0
173,02-10-2017 19:15,0,0,0
174,02-10-2017 19:30,0,0,0
175,02-10-2017 19:45,0,0,0
176,02-10-2017 20:00,0,0,0
177,02-10-2017 20:15,0,0,0
178,02-10-2017 20:30,0,0,0
179,02-10-2017 20:45,0,0,0
180,02-10-2017 21:00,0,0,0
181,02-10-2017 21:15,0,0,0
182,02-10-2017 21:30,0,0,0
183,02-10-2017 21:45,0,0,0
184,02-10-2017 22:00,0,0,0
185,02-10-2017 22:15,0,0,0
186,02-10-2017 22:30,0,0,0
187,02-10-2017 22:45,0,0,0
188,02-10-2017 23:00,0,0,0
189,02-10-2017 23:15,0,0,0
190,02-10-2017 23:30,0,0,0
191,02-10-2017 23:45,0,0,0
192,03-10-2017 00:00,0,0,0
193,03-10-2017 00:15,0,0,0
194,03-10-2017 00:30,0,0,0
195,03-10-2017 00:45,0,0,0
196,03-10-2017 01:00,0,0,0
197,03-10-2017 01:15,0,0,0
198,03-10-2017 01:30,0,0,0
199,03-10-2017 01:45,0,0,0
200,03-10-2017 02:00,0,0,0
201,03-10-2017 02:15,0,0,0
202,03-10-2017 02:30,0,0,0
203,03-10-2017 02:45,0,0,0
204,03-10-2017 03:00,0,0,0
205,03-10-2017 03:15,0,0,0
206,03-10-2017 03:30,0,0,0
207,03-10-2017 03:45,0,0,0
208,03-10-2017 04:00,0,0,0
209,03-10-2017 04:15,0,0,0
210,03-10-2017 04:30,0,0,0
211,03-10-2017 04:45,0,0,0
212,03-10-2017 05:00,0,0,0
213,03-10-2017 05:15,0,0,0
214,03-10-2017 05:30,0,0,0
215,03-10-2017 05:45,0,0,0
216,03-10-2017 06:00,,,0
217,03-10-2017 06:15,,,0
218,03-10-2017 06:30,,,0
219,03-10-2017 06:45,,,0.08
220,03-10-2017 07:00,,,0.34
221,03-10-2017 07:15,,,0.8
222,03-10-2017 07:30,,,1.4
223,03-10-2017 07:45,,,2.23
224,03-10-2017 08:00,,,3.13
225,03-10-2017 08:15,,,6.24
226,03-10-2017 08:30,,,5.1
227,03-10-2017 08:45,,,6.08
228,03-10-2017 09:00,,,7.04
229,03-10-2017 09:15,,,7.91
230,03-10-2017 09:30,,,8.54
231,03-10-2017 09:45,,,9.41
232,03-10-2017 10:00,,,10.08
233,03-10-2017 10:15,,,10.6
234,03-10-2017 10:30,,,11.05
235,03-10-2017 10:45,,,11.69
236,03-10-2017 11:00,,,12.09
237,03-10-2017 11:15,,,12.56
238,03-10-2017 11:30,,,12.77
239,03-10-2017 11:45,,,13.02
240,03-10-2017 12:00,,,13.16
241,03-10-2017 12:15,,,12.96
242,03-10-2017 12:30,,,12.77
243,03-10-2017 12:45,,,12.7
244,03-10-2017 13:00,,,12.42
245,03-10-2017 13:15,,,12.08
246,03-10-2017 13:30,,,12.07
247,03-10-2017 13:45,,,11.38
248,03-10-2017 14:00,,,10.78
249,03-10-2017 14:15,,,10.45
250,03-10-2017 14:30,,,10.02
251,03-10-2017 14:45,,,9.23
252,03-10-2017 15:00,,,8.33
253,03-10-2017 15:15,,,7.42
254,03-10-2017 15:30,,,6.35
255,03-10-2017 15:45,,,5.35
256,03-10-2017 16:00,,,4.11
257,03-10-2017 16:15,,,2.98
258,03-10-2017 16:30,,,1.98
259,03-10-2017 16:45,,,1.21
260,03-10-2017 17:00,,,0.64
261,03-10-2017 17:15,,,0.25
262,03-10-2017 17:30,,,0.04
263,03-10-2017 17:45,,,0
264,03-10-2017 18:00,0,0,0
265,03-10-2017 18:15,0,0,0
266,03-10-2017 18:30,0,0,0
267,03-10-2017 18:45,0,0,0
268,03-10-2017 19:00,0,0,0
269,03-10-2017 19:15,0,0,0
270,03-10-2017 19:30,0,0,0
271,03-10-2017 19:45,0,0,0
272,03-10-2017 20:00,0,0,0
273,03-10-2017 20:15,0,0,0
274,03-10-2017 20:30,0,0,0
275,03-10-2017 20:45,0,0,0
276,03-10-2017 21:00,0,0,0
277,03-10-2017 21:15,0,0,0
278,03-10-2017 21:30,0,0,0
279,03-10-2017 21:45,0,0,0
280,03-10-2017 22:00,0,0,0
281,03-10-2017 22:15,0,0,0
282,03-10-2017 22:30,0,0,0
283,03-10-2017 22:45,0,0,0
284,03-10-2017 23:00,0,0,0
285,03-10-2017 23:15,0,0,0
286,03-10-2017 23:30,0,0,0
287,03-10-2017 23:45,0,0,0
288,04-10-2017 00:00,0,0,0
289,04-10-2017 00:15,0,0,0
290,04-10-2017 00:30,0,0,0
291,04-10-2017 00:45,0,0,0
292,04-10-2017 01:00,0,0,0
293,04-10-2017 01:15,0,0,0
294,04-10-2017 01:30,0,0,0
295,04-10-2017 01:45,0,0,0
296,04-10-2017 02:00,0,0,0
297,04-10-2017 02:15,0,0,0
298,04-10-2017 02:30,0,0,0
299,04-10-2017 02:45,0,0,0
300,04-10-2017 03:00,0,0,0
301,04-10-2017 03:15,0,0,0
302,04-10-2017 03:30,0,0,0
303,04-10-2017 03:45,0,0,0
304,04-10-2017 04:00,0,0,0
305,04-10-2017 04:15,0,0,0
306,04-10-2017 04:30,0,0,0
307,04-10-2017 04:45,0,0,0
308,04-10-2017 05:00,0,0,0
309,04-10-2017 05:15,0,0,0
310,04-10-2017 05:30,0,0,0
311,04-10-2017 05:45,0,0,0
312,04-10-2017 06:00,,,0
313,04-10-2017 06:15,,,0
314,04-10-2017 06:30,,,0
315,04-10-2017 06:45,,,0.08
316,04-10-2017 07:00,,,0.34
317,04-10-2017 07:15,,,0.8
318,04-10-2017 07:30,,,1.4
319,04-10-2017 07:45,,,2.23
320,04-10-2017 08:00,,,3.13
321,04-10-2017 08:15,,,6.24
322,04-10-2017 08:30,,,5.1
323,04-10-2017 08:45,,,6.08
324,04-10-2017 09:00,,,7.04
325,04-10-2017 09:15,,,7.91
326,04-10-2017 09:30,,,8.54
327,04-10-2017 09:45,,,9.41
328,04-10-2017 10:00,,,10.08
329,04-10-2017 10:15,,,10.6
330,04-10-2017 10:30,,,11.05
331,04-10-2017 10:45,,,11.69
332,04-10-2017 11:00,,,12.09
333,04-10-2017 11:15,,,12.56
334,04-10-2017 11:30,,,12.77
335,04-10-2017 11:45,,,13.02
336,04-10-2017 12:00,,,13.16
337,04-10-2017 12:15,,,12.96
338,04-10-2017 12:30,,,12.77
339,04-10-2017 12:45,,,12.7
340,04-10-2017 13:00,,,12.42
341,04-10-2017 13:15,,,12.08
342,04-10-2017 13:30,,,12.07
343,04-10-2017 13:45,,,11.38
344,04-10-2017 14:00,,,10.78
345,04-10-2017 14:15,,,10.45
346,04-10-2017 14:30,,,10.02
347,04-10-2017 14:45,,,9.23
348,04-10-2017 15:00,,,8.33
349,04-10-2017 15:15,,,7.42
350,04-10-2017 15:30,,,6.35
351,04-10-2017 15:45,,,5.35
352,04-10-2017 16:00,,,4.11
353,04-10-2017 16:15,,,2.98
354,04-10-2017 16:30,,,1.98
355,04-10-2017 16:45,,,1.21
356,04-10-2017 17:00,,,0.64
357,04-10-2017 17:15,,,0.25
358,04-10-2017 17:30,,,0.04
359,04-10-2017 17:45,,,0
360,04-10-2017 18:00,0,0,0
361,04-10-2017 18:15,0,0,0
362,04-10-2017 18:30,0,0,0
363,04-10-2017 18:45,0,0,0
364,04-10-2017 19:00,0,0,0
365,04-10-2017 19:15,0,0,0
366,04-10-2017 19:30,0,0,0
367,04-10-2017 19:45,0,0,0
368,04-10-2017 20:00,0,0,0
369,04-10-2017 20:15,0,0,0
370,04-10-2017 20:30,0,0,0
371,04-10-2017 20:45,0,0,0
372,04-10-2017 21:00,0,0,0
373,04-10-2017 21:15,0,0,0
374,04-10-2017 21:30,0,0,0
375,04-10-2017 21:45,0,0,0
376,04-10-2017 22:00,0,0,0
377,04-10-2017 22:15,0,0,0
378,04-10-2017 22:30,0,0,0
379,04-10-2017 22:45,0,0,0
380,04-10-2017 23:00,0,0,0
381,04-10-2017 23:15,0,0,0
382,04-10-2017 23:30,0,0,0
383,04-10-2017 23:45,0,0,0
384,05-10-2017 00:00,0,0,0
385,05-10-2017 00:15,0,0,0
386,05-10-2017 00:30,0,0,0
387,05-10-2017 00:45,0,0,0
388,05-10-2017 01:00,0,0,0
389,05-10-2017 01:15,0,0,0
390,05-10-2017 01:30,0,0,0
391,05-10-2017 01:45,0,0,0
392,05-10-2017 02:00,0,0,0
393,05-10-2017 02:15,0,0,0
394,05-10-2017 02:30,0,0,0
395,05-10-2017 02:45,0,0,0
396,05-10-2017 03:00,0,0,0
397,05-10-2017 03:15,0,0,0
398,05-10-2017 03:30,0,0,0
399,05-10-2017 03:45,0,0,0
400,05-10-2017 04:00,0,0,0
401,05-10-2017 04:15,0,0,0
402,05-10-2017 04:30,0,0,0
403,05-10-2017 04:45,0,0,0
404,05-10-2017 05:00,0,0,0
405,05-10-2017 05:15,0,0,0
406,05-10-2017 05:30,0,0,0
407,05-10-2017 05:45,0,0,0
408,05-10-2017 06:00,,,0
409,05-10-2017 06:15,,,0
410,05-10-2017 06:30,,,0
411,05-10-2017 06:45,,,0.08
412,05-10-2017 07:00,,,0.34
413,05-10-2017 07:15,,,0.8
414,05-10-2017 07:30,,,1.4
415,05-10-2017 07:45,,,2.23
416,05-10-2017 08:00,,,3.13
417,05-10-2017 08:15,,,6.24
418,05-10-2017 08:30,,,5.1
419,05-10-2017 08:45,,,6.08
420,05-10-2017 09:00,,,7.04
421,05-10-2017 09:15,,,7.91
422,05-10-2017 09:30,,,8.54
423,05-10-2017 09:45,,,9.41
424,05-10-2017 10:00,,,10.08
425,05-10-2017 10:15,,,10.6
426,05-10-2017 10:30,,,11.05
427,05-10-2017 10:45,,,11.69
428,05-10-2017 11:00,,,12.09
429,05-10-2017 11:15,,,12.56
430,05-10-2017 11:30,,,12.77
431,05-10-2017 11:45,,,13.02
432,05-10-2017 12:00,,,13.16
433,05-10-2017 12:15,,,12.96
434,05-10-2017 12:30,,,12.77
435,05-10-2017 12:45,,,12.7
436,05-10-2017 13:00,,,12.42
437,05-10-2017 13:15,,,12.08
438,05-10-2017 13:30,,,12.07
439,05-10-2017 13:45,,,11.38
440,05-10-2017 14:00,,,10.78
441,05-10-2017 14:15,,,10.45
442,05-10-2017 14:30,,,10.02
443,05-10-2017 14:45,,,9.23
444,05-10-2017 15:00,,,8.33
445,05-10-2017 15:15,,,7.42
446,05-10-2017 15:30,,,6.35
447,05-10-2017 15:45,,,5.35
448,05-10-2017 16:00,,,4.11
449,05-10-2017 16:15,,,2.98
450,05-10-2017 16:30,,,1.98
451,05-10-2017 16:45,,,1.21
452,05-10-2017 17:00,,,0.64
453,05-10-2017 17:15,,,0.25
454,05-10-2017 17:30,,,0.04
455,05-10-2017 17:45,,,0
456,05-10-2017 18:00,0,0,0
457,05-10-2017 18:15,0,0,0
458,05-10-2017 18:30,0,0,0
459,05-10-2017 18:45,0,0,0
460,05-10-2017 19:00,0,0,0
461,05-10-2017 19:15,0,0,0
462,05-10-2017 19:30,0,0,0
463,05-10-2017 19:45,0,0,0
464,05-10-2017 20:00,0,0,0
465,05-10-2017 20:15,0,0,0
466,05-10-2017 20:30,0,0,0
467,05-10-2017 20:45,0,0,0
468,05-10-2017 21:00,0,0,0
469,05-10-2017 21:15,0,0,0
470,05-10-2017 21:30,0,0,0
471,05-10-2017 21:45,0,0,0
472,05-10-2017 22:00,0,0,0
473,05-10-2017 22:15,0,0,0
474,05-10-2017 22:30,0,0,0
475,05-10-2017 22:45,0,0,0
476,05-10-2017 23:00,0,0,0
477,05-10-2017 23:15,0,0,0
478,05-10-2017 23:30,0,0,0
479,05-10-2017 23:45,0,0,0
480,06-10-2017 00:00,0,0,0
481,06-10-2017 00:15,0,0,0
482,06-10-2017 00:30,0,0,0
483,06-10-2017 00:45,0,0,0
484,06-10-2017 01:00,0,0,0
485,06-10-2017 01:15,0,0,0
486,06-10-2017 01:30,0,0,0
487,06-10-2017 01:45,0,0,0
488,06-10-2017 02:00,0,0,0
489,06-10-2017 02:15,0,0,0
490,06-10-2017 02:30,0,0,0
491,06-10-2017 02:45,0,0,0
492,06-10-2017 03:00,0,0,0
493,06-10-2017 03:15,0,0,0
494,06-10-2017 03:30,0,0,0
495,06-10-2017 03:45,0,0,0
496,06-10-2017 04:00,0,0,0
497,06-10-2017 04:15,0,0,0
498,06-10-2017 04:30,0,0,0
499,06-10-2017 04:45,0,0,0
500,06-10-2017 05:00,0,0,0
501,06-10-2017 05:15,0,0,0
502,06-10-2017 05:30,0,0,0
503,06-10-2017 05:45,0,0,0
504,06-10-2017 06:00,,,0
505,06-10-2017 06:15,,,0
506,06-10-2017 06:30,,,0
507,06-10-2017 06:45,,,0.08
508,06-10-2017 07:00,,,0.34
509,06-10-2017 07:15,,,0.8
510,06-10-2017 07:30,,,1.4
511,06-10-2017 07:45,,,2.23
512,06-10-2017 08:00,,,3.13
513,06-10-2017 08:15,,,6.24
514,06-10-2017 08:30,,,5.1
515,06-10-2017 08:45,,,6.08
516,06-10-2017 09:00,,,7.04
517,06-10-2017 09:15,,,7.91
518,06-10-2017 09:30,,,8.54
519,06-10-2017 09:45,,,9.41
520,06-10-2017 10:00,,,10.08
521,06-10-2017 10:15,,,10.6
522,06-10-2017 10:30,,,11.05
523,06-10-2017 10:45,,,11.69
524,06-10-2017 11:00,,,12.09
525,06-10-2017 11:15,,,12.56
526,06-10-2017 11:30,,,12.77
527,06-10-2017 11:45,,,13.02
528,06-10-2017 12:00,,,13.16
529,06-10-2017 12:15,,,12.96
530,06-10-2017 12:30,,,12.77
531,06-10-2017 12:45,,,12.7
532,06-10-2017 13:00,,,12.42
533,06-10-2017 13:15,,,12.08
534,06-10-2017 13:30,,,12.07
535,06-10-2017 13:45,,,11.38
536,06-10-2017 14:00,,,10.78
537,06-10-2017 14:15,,,10.45
538,06-10-2017 14:30,,,10.02
539,06-10-2017 14:45,,,9.23
540,06-10-2017 15:00,,,8.33
541,06-10-2017 15:15,,,7.42
542,06-10-2017 15:30,,,6.35
543,06-10-2017 15:45,,,5.35
544,06-10-2017 16:00,,,4.11
545,06-10-2017 16:15,,,2.98
546,06-10-2017 16:30,,,1.98
547,06-10-2017 16:45,,,1.21
548,06-10-2017 17:00,,,0.64
549,06-10-2017 17:15,,,0.25
550,06-10-2017 17:30,,,0.04
551,06-10-2017 17:45,,,0
552,06-10-2017 18:00,0,0,0
553,06-10-2017 18:15,0,0,0
554,06-10-2017 18:30,0,0,0
555,06-10-2017 18:45,0,0,0
556,06-10-2017 19:00,0,0,0
557,06-10-2017 19:15,0,0,0
558,06-10-2017 19:30,0,0,0
559,06-10-2017 19:45,0,0,0
560,06-10-2017 20:00,0,0,0
561,06-10-2017 20:15,0,0,0
562,06-10-2017 20:30,0,0,0
563,06-10-2017 20:45,0,0,0
564,06-10-2017 21:00,0,0,0
565,06-10-2017 21:15,0,0,0
566,06-10-2017 21:30,0,0,0
567,06-10-2017 21:45,0,0,0
568,06-10-2017 22:00,0,0,0
569,06-10-2017 22:15,0,0,0
570,06-10-2017 22:30,0,0,0
571,06-10-2017 22:45,0,0,0
572,06-10-2017 23:00,0,0,0
573,06-10-2017 23:15,0,0,0
574,06-10-2017 23:30,0,0,0
575,06-10-2017 23:45,0,0,0
576,07-10-2017 00:00,0,0,0
577,07-10-2017 00:15,0,0,0
578,07-10-2017 00:30,0,0,0
579,07-10-2017 00:45,0,0,0
580,07-10-2017 01:00,0,0,0
581,07-10-2017 01:15,0,0,0
582,07-10-2017 01:30,0,0,0
583,07-10-2017 01:45,0,0,0
584,07-10-2017 02:00,0,0,0
585,07-10-2017 02:15,0,0,0
586,07-10-2017 02:30,0,0,0
587,07-10-2017 02:45,0,0,0
588,07-10-2017 03:00,0,0,0
589,07-10-2017 03:15,0,0,0
590,07-10-2017 03:30,0,0,0
591,07-10-2017 03:45,0,0,0
592,07-10-2017 04:00,0,0,0
593,07-10-2017 04:15,0,0,0
594,07-10-2017 04:30,0,0,0
595,07-10-2017 04:45,0,0,0
596,07-10-2017 05:00,0,0,0
597,07-10-2017 05:15,0,0,0
598,07-10-2017 05:30,0,0,0
599,07-10-2017 05:45,0,0,0
600,07-10-2017 06:00,,,0
601,07-10-2017 06:15,,,0
602,07-10-2017 06:30,,,0
603,07-10-2017 06:45,,,0.08
604,07-10-2017 07:00,,,0.34
605,07-10-2017 07:15,,,0.8
606,07-10-2017 07:30,,,1.4
607,07-10-2017 07:45,,,2.23
608,07-10-2017 08:00,,,3.13
609,07-10-2017 08:15,,,6.24
610,07-10-2017 08:30,,,5.1
611,07-10-2017 08:45,,,6.08
612,07-10-2017 09:00,,,7.04
613,07-10-2017 09:15,,,7.91
614,07-10-2017 09:30,,,8.54
615,07-10-2017 09:45,,,9.41
616,07-10-2017 10:00,,,10.08
617,07-10-2017 10:15,,,10.6
618,07-10-2017 10:30,,,11.05
619,07-10-2017 10:45,,,11.69
620,07-10-2017 11:00,,,12.09
621,07-10-2017 11:15,,,12.56
622,07-10-2017 11:30,,,12.77
623,07-10-2017 11:45,,,13.02
624,07-10-2017 12:00,,,13.16
625,07-10-2017 12:15,,,12.96
626,07-10-2017 12:30,,,12.77
627,07-10-2017 12:45,,,12.7
628,07-10-2017 13:00,,,12.42
629,07-10-2017 13:15,,,12.08
630,07-10-2017 13:30,,,12.07
631,07-10-2017 13:45,,,11.38
632,07-10-2017 14:00,,,10.78
633,07-10-2017 14:15,,,10.45
634,07-10-2017 14:30,,,10.02
635,07-10-2017 14:45,,,9.23
636,07-10-2017 15:00,,,8.33
637,07-10-2017 15:15,,,7.42
638,07-10-2017 15:30,,,6.35
639,07-10-2017 15:45,,,5.35
640,07-10-2017 16:00,,,4.11
641,07-10-2017 16:15,,,2.98
642,07-10-2017 16:30,,,1.98
643,07-10-2017 16:45,,,1.21
644,07-10-2017 17:00,,,0.64
645,07-10-2017 17:15,,,0.25
646,07-10-2017 17:30,,,0.04
647,07-10-2017 17:45,,,0
648,07-10-2017 18:00,0,0,0
649,07-10-2017 18:15,0,0,0
650,07-10-2017 18:30,0,0,0
651,07-10-2017 18:45,0,0,0
652,07-10-2017 19:00,0,0,0
653,07-10-2017 19:15,0,0,0
654,07-10-2017 19:30,0,0,0
655,07-10-2017 19:45,0,0,0
656,07-10-2017 20:00,0,0,0
657,07-10-2017 20:15,0,0,0
658,07-10-2017 20:30,0,0,0
659,07-10-2017 20:45,0,0,0
660,07-10-2017 21:00,0,0,0
661,07-10-2017 21:15,0,0,0
662,07-10-2017 21:30,0,0,0
663,07-10-2017 21:45,0,0,0
664,07-10-2017 22:00,0,0,0
665,07-10-2017 22:15,0,0,0
666,07-10-2017 22:30,0,0,0
667,07-10-2017 22:45,0,0,0
668,07-10-2017 23:00,0,0,0
669,07-10-2017 23:15,0,0,0
670,07-10-2017 23:30,0,0,0
671,07-10-2017 23:45,0,0,0
672,08-10-2017 00:00,0,0,0
673,08-10-2017 00:15,0,0,0
674,08-10-2017 00:30,0,0,0
675,08-10-2017 00:45,0,0,0
676,08-10-2017 01:00,0,0,0
677,08-10-2017 01:15,0,0,0
678,08-10-2017 01:30,0,0,0
679,08-10-2017 01:45,0,0,0
680,08-10-2017 02:00,0,0,0
681,08-10-2017 02:15,0,0,0
682,08-10-2017 02:30,0,0,0
683,08-10-2017 02:45,0,0,0
684,08-10-2017 03:00,0,0,0
685,08-10-2017 03:15,0,0,0
686,08-10-2017 03:30,0,0,0
687,08-10-2017 03:45,0,0,0
688,08-10-2017 04:00,0,0,0
689,08-10-2017 04:15,0,0,0
690,08-10-2017 04:30,0,0,0
691,08-10-2017 04:45,0,0,0
692,08-10-2017 05:00,0,0,0
693,08-10-2017 05:15,0,0,0
694,08-10-2017 05:30,0,0,0
695,08-10-2017 05:45,0,0,0
696,08-10-2017 06:00,,,0
697,08-10-2017 06:15,,,0
698,08-10-2017 06:30,,,0
699,08-10-2017 06:45,,,0.08
700,08-10-2017 07:00,,,0.34
701,08-10-2017 07:15,,,0.8
702,08-10-2017 07:30,,,1.4
703,08-10-2017 07:45,,,2.23
704,08-10-2017 08:00,,,3.13
705,08-10-2017 08:15,,,6.24
706,08-10-2017 08:30,,,5.1
707,08-10-2017 08:45,,,6.08
708,08-10-2017 09:00,,,7.04
709,08-10-2017 09:15,,,7.91
710,08-10-2017 09:30,,,8.54
711,08-10-2017 09:45,,,9.41
712,08-10-2017 10:00,,,10.08
713,08-10-2017 10:15,,,10.6
714,08-10-2017 10:30,,,11.05
715,08-10-2017 10:45,,,11.69
716,08-10-2017 11:00,,,12.09
717,08-10-2017 11:15,,,12.56
718,08-10-2017 11:30,,,12.77
719,08-10-2017 11:45,,,13.02
720,08-10-2017 12:00,,,13.16
721,08-10-2017 12:15,,,12.96
722,08-10-2017 12:30,,,12.77
723,08-10-2017 12:45,,,12.7
724,08-10-2017 13:00,,,12.42
725,08-10-2017 13:15,,,12.08
726,08-10-2017 13:30,,,12.07
727,08-10-2017 13:45,,,11.38
728,08-10-2017 14:00,,,10.78
729,08-10-2017 14:15,,,10.45
730,08-10-2017 14:30,,,10.02
731,08-10-2017 14:45,,,9.23
732,08-10-2017 15:00,,,8.33
733,08-10-2017 15:15,,,7.42
734,08-10-2017 15:30,,,6.35
735,08-10-2017 15:45,,,5.35
736,08-10-2017 16:00,,,4.11
737,08-10-2017 16:15,,,2.98
